,event_id,ra,dec,theta,b_error,a_error,DM,cross_correlation_snr,bb_ra_unc,bb_dec_unc,bb_ra,bb_dec,source_name,ratrue,dectrue
0,304522001,59.724291581512254,54.221347795177934,16.930197281481743,0.0005555555555555,0.0039388814348157,57.0167732239,44.13486,0.0116404040836875,0.003898042508921,59.72522632304835,54.22131589416306,B0355+54,59.723877457838,54.22053194511266
1,308984712,227.35555688769267,55.52429775909832,18.591806150931905,0.0005555555555555,0.0090087023793035,19.8143386841,40.727093,0.0178717875043289,0.0089750804989732,227.3627424611824,55.5236885504593,B1508+55,227.3560858,55.52532639
2,308803721,334.9512486468392,47.91547203626919,15.301199435391116,0.0005555555555555,0.00697982486091,43.497501373291016,41.578243,0.0132816120195892,0.0069350577060899,334.9579023469839,47.914975993806685,B2217+47,334.9503901,47.91479985
3,307063854,24.82948651690275,58.22668396367391,15.495881589833028,0.0005555555555555,0.0202080420529503,74.0004882812,28.58286,0.0412915514727414,0.0201788285252969,24.773693640244097,58.2303784613133,B0136+57,24.832139094215428,58.24207524362338
4,308026938,344.4979965657325,59.175412281790045,20.19351229958857,0.0005555555555555,0.0133125319027821,150.8316040039,27.485058,0.0254561536780912,0.0133223301134607,344.5311749787027,59.172069080327766,B2255+58,344.4906913,59.15410523
5,268348878,83.63136110022953,22.00334050350307,8.788479737772587,0.0005555555555555,0.0038735093550312,57.0167732239,63.115524,0.0072961446930501,0.0038470367660807,83.63110874470004,22.00335014102214,B0531+21,83.63303713239557,22.014502507898445
6,255670378,329.2585210903258,40.29947014770392,13.239350334979598,0.0005555555555555,0.0066681602303503,69.5523757935,46.551796,0.0111254609650503,0.0066274796783525,329.27453520358296,40.2981341463118,B2154+40,329.25780021290626,40.296131222666965
7,307050776,348.2867521894373,42.88723251675083,13.229413163256735,0.0005555555555555,0.0079988426460722,17.3880939484,36.655983,0.0121936840043206,0.0079753896990099,348.31223650030125,42.88467066511885,B2310+42,348.2861098283068,42.8869927056819
8,255781812,251.2522292384251,-3.3594194021470685,6.063310807795893,0.0005555555555555,0.0053688074660995,35.9893112183,57.690655,0.0069281194336712,0.0053568519434852,251.2637361182085,-3.3601499997526085,B1642-03,251.2584994052312,-3.2993328696477144
9,308524547,305.71040435930763,51.92303778660903,16.886043085460354,0.0005555555555555,0.0050667500360958,22.2405853271,40.136032,0.0119607544231996,0.0050204928524884,305.7165552703221,51.92270878072438,B2021+51,305.70773180226985,51.91403527494639
10,309032189,286.89580985281407,40.040452851458895,13.34631077021915,0.0005555555555555,0.0118821430825081,31.1368179321,29.646893,0.0195092417462128,0.0118108376000015,286.8897470672705,40.04098110651501,B1905+39,286.8944871,40.03501417
11,306481006,304.5173768262817,28.67215370342842,10.621952343265445,0.0005555555555555,0.0053376272469103,14.1530990601,19.502966,0.008465328586618,0.0053030262950489,304.5203531292873,28.67193567134512,B2016+28,304.5159482,28.66501
12,311653530,290.4368159203937,21.885298710520143,9.377545239598575,0.0005555555555555,0.0075440798861594,12.5356025696,35.91281,0.0093309781350997,0.007522833856311,290.443202145838,21.88461209883268,B1919+21,290.4368821,21.88419342
13,307608701,140.55727880848298,6.634200068396694,7.183944071018766,0.0005555555555555,0.0076685711816025,27.0930767059,23.144691,0.0078045727375173,0.0076672798191864,140.5641970657232,6.633358384845479,B0919+06,140.55867136402597,6.650324421924254
14,253713145,53.24848361984592,54.58136073400115,17.757884399188562,0.0005555555555555,0.0033311536618451,27.0930767059,70.21774,0.0112773793470183,0.0032894781386912,53.2439638611072,54.58148502456974,B0329+54,53.247590831950674,54.578674093909925
15,308566243,46.13792099533789,19.546948361269585,9.048361177252318,0.0005555555555555,0.0062161666156385,15.7705965042,27.801485,0.0080284064624166,0.0061935454561042,46.14013225654608,19.546738021522096,B0301+19,46.13815588,19.54716433
16,313501776,73.53289945788971,55.72835667177088,16.637545526138318,0.0005555555555555,0.0078523840886198,14.1530990601,20.917065,0.0155192600622444,0.0078310566762948,73.5257406581285,55.7289026774945,B0450+55,73.5328259,55.72807691
17,312263140,189.91703581178515,24.896186459918,9.701966015328487,0.0005555555555555,0.0078630216320445,9.3006086349,37.91368,0.0096544285649573,0.0078447592688368,189.9270477202319,24.89505715297469,B1237+25,189.9174296,24.89752181
18,310032717,25.42305346889049,60.17553186796948,20.056006754331705,0.0005555555555555,0.0140128803338166,34.92599868774414,21.57363,0.0271383212859944,0.0140308393528531,25.47167670853481,60.17078668865671,B0138+59,25.41639578,60.15895338
19,304592723,103.32506298840342,80.87915254242769,42.43065099220022,0.0005555555555555,0.0125540623454601,33.5630645752,21.27444,0.0579108067415783,0.0126704660730045,103.23623558795754,80.88303824807971,B0643+80,103.3141233,80.86661515
